,overall,reviewTime,reviewerID,style,reviewText,summary,product_id,place,age,gender
905,1,"03 11, 2018",A6CXK8NXD50R2,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",They looked very cheap,Returned...looked cheap,P09217,Gujarat,13,female
906,5,"03 5, 2018",A39943Z2419XIU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",The fit is as expected,Fits to size,P09212,Gujarat,12,male
907,5,"03 2, 2018",A2RZ3T3ECENTMO,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,P09567,Karnataka,52,male
908,5,"02 28, 2018",A16BGUHQH20CIP,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Comfortable, consistent each time I order and good looking",Sleek and sporty,P01948,Gujarat,29,male
909,5,"02 27, 2018",A3O3KF45YVTOGY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,P09212,Maharashtra,10,male
910,5,"02 27, 2018",A3TLWN2BRF1QH5,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,P08099,West Bangal,50,male
911,5,"02 27, 2018",A2ZGEESHHGFZKL,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I always order a 1/2 size up in workout shoes.,Lightweight,P01633,Assam,67,female
912,1,"02 25, 2018",AUE82PKEUMKZB,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles,P04413,Gujarat,55,male
913,2,"02 25, 2018",A2UVALXRJ35D1A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,P01381,Tamil Nadu,21,female
914,5,"02 21, 2018",A3E05IUHHCTRJC,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Exactly what I expected! Comfortable and chic,Comfortable and,P03496,Haryana,62,female
915,5,"02 20, 2018",A3RNGBSBRJ3YAQ,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",They were a gift  to my daughter she loved them,Their Cute and Pink,P05385,Andhra Pradesh,33,female
916,5,"02 14, 2018",A13W5DGU9QF721,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Love these comfy shoes. they fit like a glove.,Five Stars,P03333,Haryana,17,female
917,5,"02 14, 2018",A2QRWCN5YR05G9,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Very confortable.,Smooth and confortable.,P09212,Karnataka,52,male
918,5,"02 12, 2018",A2UALK0MY7S3C2,"{'Size:': ' 8 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",i love these shoes.,Five Stars,P00980,Assam,66,female
919,5,"02 1, 2018",A5JF4EQ9MQC78,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}","Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,P06917,Sikkim,43,male
920,5,"02 1, 2018",A3VGHF7VNFBMCQ,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",daughter loves them,Five Stars,P05707,Tamil Nadu,69,female
921,5,"01 29, 2018",A13JGYKUU10QKH,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}","I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,P03991,Goa,46,female
922,4,"01 25, 2018",ATHL3S7ZD436V,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,P07825,Delhi,31,male
923,5,"01 18, 2018",A36T5MSMYI9F3C,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Wife loves them!,Five Stars,P05404,Gujarat,13,male
924,5,"01 11, 2018",ACZAPPQ95QM86,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}","These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,P09567,Lakshadweep,21,male
925,1,"01 10, 2018",A23TE15JI8Q2YQ,"{'Size:': ' 6 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Artculo equivocado en color,One Star,P04165,Tamil Nadu,52,male
926,5,"01 10, 2018",AC5PPX3XLCZN1,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,P08792,Tamil Nadu,20,female
927,3,"01 9, 2018",A3U0BBRU2Q85LE,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}","On the left shoe, there were two stained yellow spots.",Not in perfect condition,P06650,Rajasthan,40,female
928,5,"01 8, 2018",A174EEWMHB3J8N,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",P02326,Tamil Nadu,40,female
929,5,"01 8, 2018",A1VXFXHDY4SRI5,"{'Size:': ' 6 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}","Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",P06064,Rajasthan,63,female
930,5,"01 7, 2018",A1FQAVH5JBSV6A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",I Love it. It is very light and the color is great.,Five Stars,P04549,Maharashtra,36,female
931,5,"12 29, 2017",A2GBBOXDACUA6,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}","My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,P09217,Sikkim,62,male
932,5,"12 28, 2017",A2LZMWZ1CM4PF3,"{'Size:': ' 8 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}","Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,P00705,Punjab,64,female
933,2,"12 17, 2017",A1UVWOQTPDSYGY,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}","I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,P08099,Assam,62,female
934,5,"12 17, 2017",A18530DRJJ0QAF,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",She loves them,Five Stars,P08938,Uttar Pradesh,49,male
935,3,"12 5, 2017",A2LSGH30A8AN2Y,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}","These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8,P07650,Andhra Pradesh,55,female
936,5,"12 5, 2017",A1LKTJ6HKH077C,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",great,Five Stars,P03991,Karnataka,48,female
937,5,"12 4, 2017",A1DX2WRQ2ZHAEK,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",c,Five Stars,P01633,Haryana,66,male
938,5,"11 30, 2017",A2PWOO618R3IKJ,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Love them!,Five Stars,P07818,Rajasthan,45,male
939,3,"11 30, 2017",AERFS3FMQJJ9L,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,P08499,Punjab,51,male
940,3,"11 28, 2017",A22FYN2DKXSWS0,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}","Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",P07798,Goa,11,female
941,4,"11 28, 2017",A22WH1BPQH7XJD,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",My New Gym shoes! Love them,Love,P03609,Gujarat,60,male
942,5,"11 27, 2017",A3OP70LPLALBKN,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Perfect!,Five Stars,P02326,Goa,43,male
943,5,"11 27, 2017",A3OP70LPLALBKN,"{'Size:': ' 9 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",Perfect!,Five Stars,P06819,Goa,43,male
944,1,"11 19, 2017",A1BN6I0B2OF7WB,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,P01750,Madhya Pradesh,62,male
945,5,"11 14, 2017",A2PYQN4T4LV0NP,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}","Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,P09756,Tamil Nadu,63,male
946,4,"11 11, 2017",A14LN0R1PQA5WI,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,P02903,Delhi,38,male
947,5,"11 10, 2017",A35U6TP5276HMD,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Fit comfortable,Five Stars,P03451,Uttar Pradesh,63,female
948,5,"11 9, 2017",AKZNLII88A0KO,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,P02221,Maharashtra,23,female
949,4,"11 7, 2017",A3PZ1TJ71WPLXV,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Nice fit,Four Stars,P02221,Assam,51,male
950,2,"11 5, 2017",A3M69Q5SNV7U0X,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}","I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...",P01497,West Bangal,11,male
951,5,"11 4, 2017",A2GOOFFNUI20XI,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}","They fit perfect, extremely comfortable",Five Stars,P02903,Delhi,51,male
952,3,"11 4, 2017",A10Z8PKPUJ7YHO,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",No arch support but l love the colors!,Three Stars,P04955,Madhya Pradesh,36,female
953,4,"11 3, 2017",AHFAVT1MUB29W,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Shoe was somewhat large,Size problem,P03333,Sikkim,58,female
954,5,"11 2, 2017",A10X6EMVZGVX9E,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",love them!,Five Stars,P05385,Punjab,45,male
955,4,"10 31, 2017",A3JPU96NVWGUF5,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}","This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend",P03451,Madhya Pradesh,41,male
956,5,"10 29, 2017",A2620Z0QR2OFYC,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Comfortable and light,Best birthday present,P08938,Maharashtra,29,female
957,5,"10 26, 2017",A312BTXKFHK927,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,P04955,Gujarat,19,female
958,5,"10 26, 2017",A30HFZ2FW8CQBI,"{'Size:': ' 7 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}","I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ...,P08187,Haryana,13,male
959,5,"10 25, 2017",AF70T61UO8MCD,"{'Size:': ' 8.5 B(M) US', 'Color:': ' White/Metallic Silver/Black'}",Great shoes,Five Stars,P04155,Karnataka,46,male
960,5,"10 24, 2017",AJX8JEGB4Z8AI,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",These were exactly what I expected.,Five Stars,P06917,West Bangal,62,female
961,5,"10 22, 2017",A2HMEEX4K9UX81,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",Love love love,Five Stars,P09183,West Bangal,13,female
962,3,"10 18, 2017",AKG96VVJ8XANP,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ...,P04657,Gujarat,28,female
963,5,"10 13, 2017",A34LYR4FWZ77CA,"{'Size:': ' 8 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",These shoes are awesome!!,Five Stars,P02079,Delhi,36,male
964,3,"10 10, 2017",A2M3ZNLCYPZ5A1,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far,P08187,Tamil Nadu,19,male
965,5,"10 3, 2017",AQAY0P6DQAWDL,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,P04611,Assam,46,female
966,5,"10 2, 2017",A246RG8KSPK5XS,"{'Size:': ' 8 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color,P09217,Karnataka,48,male
967,5,"09 27, 2017",A2JCYVQLKWULGM,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",Super comfy!,Five Stars,P03134,Andhra Pradesh,64,female
968,5,"09 27, 2017",A1EF7YWCNN7E9K,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,P09183,Maharashtra,50,female
969,5,"09 26, 2017",AQWZQKD0N851T,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Fit well.,Five Stars,P03283,Punjab,46,male
970,5,"09 25, 2017",A3V6I3EA3X3SCE,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",The fit was perfect! I Highly recommend this shoe.,Five Stars,P00663,Goa,50,male
971,5,"09 20, 2017",AGT48Z76ZQSQU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}","Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,P09194,Madhya Pradesh,39,male
972,5,"09 18, 2017",A2W3B4YHP3HZ9R,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Cute shoe, fit as expected, and very comfortable.",and very comfortable.,P00663,Goa,49,female
973,5,"09 16, 2017",AGVYFU0PR5IWV,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}","On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected,P08327,Maharashtra,24,male
974,5,"09 14, 2017",A2SU06VTWMFP7C,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}","Perfect fit, as always.",5 stars,P03609,Andhra Pradesh,17,male
975,5,"09 13, 2017",AVZB7UFLT6VD,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Plure Platinum/Blue Glow/Wolf Grey'}","Great shoe, very comfortable",Five Stars,P08792,Haryana,24,female
976,5,"09 10, 2017",ANPPQ1G3RP88H,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Love these sneakers! Perfect fit and super light,Five Stars,P03117,Sikkim,63,male
977,5,"09 7, 2017",ABONZZSS8YG3K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove,P07798,Karnataka,24,male
978,5,"09 5, 2017",A2T8BWOO7BFBWY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Fit true to size,Five Stars,P09756,Gujarat,47,female
979,5,"09 4, 2017",A1NTI9B7VY30JM,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Love the fit,Five Stars,P08730,Rajasthan,18,male
980,4,"08 29, 2017",AM9TTLTT6DR1W,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe.,P09920,Rajasthan,26,male
981,1,"08 29, 2017",AP8CWOZ30P4GH,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Oops! I returned these because I ordered wrong size!,One Star,P01000,Tamil Nadu,58,female
982,5,"08 29, 2017",A2ORP5RT8NQ0Q7,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Extremely comfortable sneaker!,Five Stars,P08265,West Bangal,58,female
983,5,"08 27, 2017",A5Z3UGOPDBJPW,"{'Size:': ' 8 B(M) US', 'Color:': ' Black'}",Good looking shoe, Shoes,P08675,Assam,32,male
984,4,"08 24, 2017",A2GWLCDWM7V59I,"{'Size:': ' 9 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes,P01845,Goa,11,female
985,1,"08 24, 2017",A2XUQXG9J9SRTG,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}","I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,P03090,Sikkim,50,male
986,5,"08 21, 2017",A2R0RL0TF6E9VC,"{'Size:': ' 10 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Great! Super comfy and cute! No issues and fit perfect!,perfect,P01401,Andhra Pradesh,67,male
987,5,"08 20, 2017",AB29N6EMOFEVW,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Good shoes,Five Stars,P01845,Goa,60,male
988,3,"08 17, 2017",A2Y2IKO63FNHQE,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,P01750,Maharashtra,12,male
989,5,"08 17, 2017",A1OK7HI3YI9682,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",BEST sneakers I've ever purchased!!!!,Five Stars,P01996,Goa,35,female
990,5,"08 15, 2017",A39U1R8S96YIR4,"{'Size:': ' X-Large', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Excellent ...!!!,Five Stars,P08099,Sikkim,60,male
991,5,"08 14, 2017",A1Z37N7XE7FRD2,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far,P08717,Delhi,58,male
992,5,"08 12, 2017",A3LGYYLGO2KJOE,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,P06064,West Bangal,41,male
993,4,"08 11, 2017",A1J3XYI0M1D0LW,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Right one is slightly tight.. hope it will stretch out.. !!,Four Stars,P02903,Lakshadweep,16,female
994,3,"08 8, 2017",A9KR8PT0Z47CL,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,P00064,Rajasthan,20,female
995,5,"08 8, 2017",A1AUEUD7NP1LUC,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",So lightweight and awesome!,Five Stars,P04165,Delhi,28,female
996,5,"08 7, 2017",A177WB7O660HS8,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Luv them!!,Five Stars,P05385,Gujarat,12,female
997,5,"08 4, 2017",A38BS1VCQ4XSGV,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,P08499,Madhya Pradesh,58,male
998,3,"08 2, 2017",A38X15IJFAPHZP,"{'Size:': ' 5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK,P07423,Rajasthan,53,female
999,5,"07 20, 2017",A1OFFB5DLIHH41,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",My daughter loves them. Great fit!,Great fit!,P07954,Madhya Pradesh,46,male
1000,5,"07 18, 2017",A1PFKS00R93MRZ,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,P01845,Rajasthan,13,male
1001,4,"07 18, 2017",A23H50RT6SLXY9,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}","Fits good, very lightweight.",Four Stars,P08730,Uttar Pradesh,45,female
1002,5,"07 18, 2017",APWLFTPOXQCCG,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,P05174,Pondicherry,66,female
